Date,Close
2023-04-11,1889.86
2023-04-12,1916.58
2023-04-13,2012.11
2023-04-14,2099.98
2023-04-15,2090.59
2023-04-16,2119.29
2023-04-17,2074.74
2023-04-18,2103.34
2023-04-19,1935.97
2023-04-20,1942.72
2023-04-21,1849.81
2023-04-22,1873.95
2023-04-23,1862.05
2023-04-24,1841.88
2023-04-25,1865.95
2023-04-26,1866.05
2023-04-27,1908.81
2023-04-28,1891.14
2023-04-29,1907.8
2023-04-30,1868.88
2023-05-01,1830.75
2023-05-02,1869.74
2023-05-03,1904.74
2023-05-04,1877.06
2023-05-05,1993.33
2023-05-06,1896.48
2023-05-07,1870.99
2023-05-08,1847.48
2023-05-09,1846.56
2023-05-10,1840.92
2023-05-11,1794.71
2023-05-12,1807.31
2023-05-13,1794.95
2023-05-14,1799.36
2023-05-15,1817.11
2023-05-16,1823.98
2023-05-17,1821.73
2023-05-18,1800.99
2023-05-19,1812.32
2023-05-20,1819.68
2023-05-21,1804.89
2023-05-22,1817.19
2023-05-23,1854.08
2023-05-24,1799.91
2023-05-25,1805.69
2023-05-26,1827.8
2023-05-27,1829.91
2023-05-28,1908.35
2023-05-29,1892.61
2023-05-30,1900.59
2023-05-31,1873.63
2023-06-01,1861.77
2023-06-02,1907.1
2023-06-03,1892.05
2023-06-04,1890.04
2023-06-05,1811.2
2023-06-06,1884.17
2023-06-07,1832.1
2023-06-08,1845.68
2023-06-09,1840.41
2023-06-10,1751.56
2023-06-11,1752.8
2023-06-12,1742.6
2023-06-13,1739.6
2023-06-14,1650.96
2023-06-15,1666.96
2023-06-16,1717.92
2023-06-17,1727.79
2023-06-18,1720.98
2023-06-19,1737.06
2023-06-20,1791.61
2023-06-21,1889.87
2023-06-22,1872.32
2023-06-23,1891.97
2023-06-24,1875.0
2023-06-25,1898.8
2023-06-26,1859.0
2023-06-27,1889.51
2023-06-28,1827.95
2023-06-29,1851.92
2023-06-30,1933.8
2023-07-01,1924.53
2023-07-02,1937.57
2023-07-03,1955.56
2023-07-04,1936.19
2023-07-05,1910.43
2023-07-06,1848.36
2023-07-07,1870.92
2023-07-08,1865.28
2023-07-09,1862.91
2023-07-10,1880.42
2023-07-11,1878.33
2023-07-12,1871.86
2023-07-13,2004.77
2023-07-14,1938.05
2023-07-15,1931.42
2023-07-16,1922.45
2023-07-17,1911.24
2023-07-18,1897.58
2023-07-19,1888.65
2023-07-20,1891.23
2023-07-21,1891.75
2023-07-22,1866.25
2023-07-23,1888.85
2023-07-24,1850.04
2023-07-25,1857.67
2023-07-26,1872.0
2023-07-27,1861.32
2023-07-28,1874.23
2023-07-29,1880.55
2023-07-30,1861.81
2023-07-31,1856.17
2023-08-01,1874.21
2023-08-02,1840.21
2023-08-03,1835.98
2023-08-04,1830.24
2023-08-05,1836.48
2023-08-06,1830.28
2023-08-07,1829.11
2023-08-08,1856.24
2023-08-09,1855.36
2023-08-10,1852.46
2023-08-11,1848.88
2023-08-12,1849.94
2023-08-13,1840.73
2023-08-14,1845.51
2023-08-15,1828.98
2023-08-16,1807.81
2023-08-17,1683.89
2023-08-18,1661.26
2023-08-19,1669.67
2023-08-20,1685.24
2023-08-21,1667.6
2023-08-22,1634.29
2023-08-23,1679.93
2023-08-24,1660.89
2023-08-25,1653.74
2023-08-26,1647.05
2023-08-27,1658.33
2023-08-28,1653.22
2023-08-29,1729.69
2023-08-30,1705.22
2023-08-31,1645.82
2023-09-01,1629.0
2023-09-02,1637.05
2023-09-03,1635.85
2023-09-04,1630.51
2023-09-05,1634.46
2023-09-06,1633.18
2023-09-07,1648.09
2023-09-08,1636.45
2023-09-09,1635.56
2023-09-10,1617.44
2023-09-11,1551.89
2023-09-12,1592.5
2023-09-13,1607.63
2023-09-14,1626.49
2023-09-15,1641.31
2023-09-16,1634.41
2023-09-17,1622.65
2023-09-18,1636.92
2023-09-19,1643.08
2023-09-20,1622.28
2023-09-21,1584.03
2023-09-22,1593.1
2023-09-23,1593.89
2023-09-24,1580.55
2023-09-25,1588.62
2023-09-26,1594.04
2023-09-27,1598.49
2023-09-28,1652.89
2023-09-29,1667.72
2023-09-30,1670.92
2023-10-01,1732.89
2023-10-02,1662.79
2023-10-03,1656.88
2023-10-04,1647.05
2023-10-05,1611.58
2023-10-06,1645.62
2023-10-07,1633.58
2023-10-08,1632.85
2023-10-09,1579.74
2023-10-10,1567.6
2023-10-11,1566.88
2023-10-12,1539.7
2023-10-13,1552.17
2023-10-14,1554.96
2023-10-15,1557.66
2023-10-16,1599.48
2023-10-17,1564.99
2023-10-18,1563.43
2023-10-19,1566.79
2023-10-20,1603.89
2023-10-21,1628.94
2023-10-22,1663.35
2023-10-23,1763.75
2023-10-24,1784.88
2023-10-25,1787.0
2023-10-26,1803.13
2023-10-27,1779.54
2023-10-28,1776.21
2023-10-29,1794.96
2023-10-30,1809.05
2023-10-31,1815.13
2023-11-01,1846.6
2023-11-02,1800.27
2023-11-03,1832.29
2023-11-04,1855.72
2023-11-05,1892.36
2023-11-06,1900.98
2023-11-07,1885.97
2023-11-08,1889.29
2023-11-09,2120.16
2023-11-10,2077.78
2023-11-11,2053.42
2023-11-12,2044.61
2023-11-13,2054.18
2023-11-14,1979.1
2023-11-15,2058.93
2023-11-16,1961.76
2023-11-17,1960.8
2023-11-18,1961.72
2023-11-19,2011.01
2023-11-20,2021.49
2023-11-21,1934.62
2023-11-22,2063.05
2023-11-23,2061.92
2023-11-24,2080.62
2023-11-25,2083.09
2023-11-26,2062.64
2023-11-27,2027.51
2023-11-28,2048.47
2023-11-29,2028.99
2023-11-30,2051.56
2023-12-01,2087.21
2023-12-02,2164.79
2023-12-03,2192.79
2023-12-04,2243.54
2023-12-05,2293.34
2023-12-06,2233.45
2023-12-07,2355.8
2023-12-08,2358.42
2023-12-09,2340.55
2023-12-10,2352.26
2023-12-11,2225.34
2023-12-12,2203.49
2023-12-13,2260.18
2023-12-14,2315.64
2023-12-15,2220.41
2023-12-16,2229.07
2023-12-17,2197.04
2023-12-18,2218.8
2023-12-19,2177.44
2023-12-20,2202.19
2023-12-21,2239.62
2023-12-22,2324.23
2023-12-23,2308.61
2023-12-24,2263.57
2023-12-25,2271.38
2023-12-26,2230.74
2023-12-27,2378.63
2023-12-28,2344.47
2023-12-29,2299.24
2023-12-30,2291.7
2023-12-31,2281.9
2024-01-01,2352.03
2024-01-02,2355.27
2024-01-03,2209.49
2024-01-04,2267.27
2024-01-05,2268.12
2024-01-06,2240.49
2024-01-07,2221.4
2024-01-08,2330.98
2024-01-09,2344.67
2024-01-10,2581.79
2024-01-11,2618.08
2024-01-12,2523.98
2024-01-13,2578.36
2024-01-14,2473.96
2024-01-15,2511.94
2024-01-16,2588.64
2024-01-17,2531.26
2024-01-18,2469.77
2024-01-19,2491.81
2024-01-20,2472.03
2024-01-21,2457.06
2024-01-22,2313.64
2024-01-23,2243.74
2024-01-24,2234.64
2024-01-25,2217.71
2024-01-26,2267.55
2024-01-27,2267.91
2024-01-28,2256.92
2024-01-29,2317.79
2024-01-30,2343.11
2024-01-31,2283.14
2024-02-01,2304.28
2024-02-02,2309.28
2024-02-03,2296.5
2024-02-04,2289.78
2024-02-05,2301.83
2024-02-06,2372.65
2024-02-07,2424.64
2024-02-08,2419.56
2024-02-09,2486.24
2024-02-10,2500.28
2024-02-11,2506.69
2024-02-12,2657.87
2024-02-13,2640.1
2024-02-14,2775.12
2024-02-15,2822.59
2024-02-16,2801.8
2024-02-17,2785.9
2024-02-18,2880.1
2024-02-19,2944.8
2024-02-20,3015.38
2024-02-21,2971.18
2024-02-22,2972.46
2024-02-23,2922.24
2024-02-24,2992.29
2024-02-25,3112.59
2024-02-26,3175.94
2024-02-27,3242.14
2024-02-28,3383.03
2024-02-29,3339.26
2024-03-01,3433.51
2024-03-02,3420.64
2024-03-03,3488.67
2024-03-04,3626.34
2024-03-05,3556.03
2024-03-06,3814.56
2024-03-07,3869.69
2024-03-08,3883.2
2024-03-09,3905.17
2024-03-10,3878.47
2024-03-11,4065.02
2024-03-12,3979.3
2024-03-13,4004.29
2024-03-14,3883.94
2024-03-15,3741.12
2024-03-16,3523.68
2024-03-17,3644.78
2024-03-18,3520.3
2024-03-19,3165.2
2024-03-20,3514.73
2024-03-21,3493.23
2024-03-22,3334.12
2024-03-23,3332.9
2024-03-24,3455.33
2024-03-25,3590.62
2024-03-26,3587.5
2024-03-27,3500.43
2024-03-28,3559.43
2024-03-29,3509.76
2024-03-30,3506.83
2024-03-31,3647.09
2024-04-01,3502.82
2024-04-02,3277.99
2024-04-03,3310.62
2024-04-04,3327.45
2024-04-05,3317.84
2024-04-06,3352.03
2024-04-07,3454.17
2024-04-08,3694.93
2024-04-09,3506.96
2024-04-10,3545.16
2024-04-11,3502.55
2024-04-12,3239.86
2024-04-13,3004.44
2024-04-14,3152.65
2024-04-15,3100.94
2024-04-16,3083.43
2024-04-17,2985.82
2024-04-18,3064.48
2024-04-19,3056.23
2024-04-20,3156.63
2024-04-21,3147.83
2024-04-22,3200.62
2024-04-23,3220.13
2024-04-24,3141.03
2024-04-25,3155.83
2024-04-26,3130.9
2024-04-27,3255.57
2024-04-28,3261.69
2024-04-29,3216.29
2024-04-30,3014.41
2024-05-01,2973.27
2024-05-02,2987.12
2024-05-03,3102.25
2024-05-04,3117.23
2024-05-05,3136.4
2024-05-06,3062.03
2024-05-07,3006.36
2024-05-08,2974.94
2024-05-09,3036.32
2024-05-10,2909.86
2024-05-11,2912.56
2024-05-12,2929.35
2024-05-13,2951.01
2024-05-14,2881.99
2024-05-15,3034.71
2024-05-16,2944.99
2024-05-17,3092.75
2024-05-18,3122.87
2024-05-19,3072.08
2024-05-20,3661.07
2024-05-21,3790.46
2024-05-22,3739.08
2024-05-23,3785.65
2024-05-24,3728.21
2024-05-25,3749.28
2024-05-26,3826.02
2024-05-27,3894.33
2024-05-28,3845.56
2024-05-29,3769.57
2024-05-30,3747.55
2024-05-31,3762.66
2024-06-01,3815.95
2024-06-02,3782.08
2024-06-03,3767.1
2024-06-04,3810.35
2024-06-05,3865.14
2024-06-06,3812.95
2024-06-07,3678.37
2024-06-08,3681.59
2024-06-09,3706.32
2024-06-10,3667.85
2024-06-11,3498.0
2024-06-12,3559.95
2024-06-13,3470.15
2024-06-14,3481.84
2024-06-15,3568.72
2024-06-16,3625.11
2024-06-17,3511.52
2024-06-18,3484.55
2024-06-19,3561.3
2024-06-20,3512.91
2024-06-21,3518.03
2024-06-22,3495.87
2024-06-23,3420.84
2024-06-24,3352.29
2024-06-25,3395.03
2024-06-26,3370.72
2024-06-27,3450.45
2024-06-28,3380.15
2024-06-29,3378.6
2024-06-30,3437.84
2024-07-01,3442.67
2024-07-02,3421.71
2024-07-03,3295.13
2024-07-04,3057.81
2024-07-05,2981.4
2024-07-06,3068.79
2024-07-07,2930.48
2024-07-08,3019.64
2024-07-09,3065.11
2024-07-10,3101.17
2024-07-11,3099.82
2024-07-12,3133.33
2024-07-13,3175.1
2024-07-14,3243.5
2024-07-15,3484.78
2024-07-16,3442.99
2024-07-17,3387.81
2024-07-18,3425.94
2024-07-19,3504.42
2024-07-20,3517.04
2024-07-21,3535.55
2024-07-22,3440.01
2024-07-23,3482.54
2024-07-24,3335.33
2024-07-25,3175.52
2024-07-26,3275.12
2024-07-27,3247.06
2024-07-28,3270.32
2024-07-29,3318.24
2024-07-30,3278.94
2024-07-31,3231.84
2024-08-01,3204.93
2024-08-02,2990.32
2024-08-03,2904.59
2024-08-04,2688.55
2024-08-05,2415.99
2024-08-06,2461.92
2024-08-07,2337.83
2024-08-08,2683.84
2024-08-09,2598.9
2024-08-10,2610.24
2024-08-11,2553.57
2024-08-12,2722.64
2024-08-13,2702.95
2024-08-14,2662.95
2024-08-15,2569.44
2024-08-16,2592.38
2024-08-17,2614.35
2024-08-18,2612.1
2024-08-19,2637.1
2024-08-20,2572.9
2024-08-21,2630.67
2024-08-22,2623.06
2024-08-23,2762.86
2024-08-24,2768.49
2024-08-25,2747.99
2024-08-26,2680.3
2024-08-27,2457.99
2024-08-28,2527.73
2024-08-29,2528.72
2024-08-30,2525.45
2024-08-31,2513.56
2024-09-01,2427.49
2024-09-02,2538.35
2024-09-03,2423.4
2024-09-04,2450.18
2024-09-05,2369.18
2024-09-06,2225.72
2024-09-07,2274.87
2024-09-08,2296.19
2024-09-09,2359.6
2024-09-10,2387.71
2024-09-11,2340.19
2024-09-12,2361.79
2024-09-13,2440.12
2024-09-14,2417.56
2024-09-15,2317.04
2024-09-16,2295.72
2024-09-17,2341.82
2024-09-18,2372.18
2024-09-19,2464.49
2024-09-20,2561.79
2024-09-21,2613.35
2024-09-22,2582.35
2024-09-23,2647.65
2024-09-24,2652.5
2024-09-25,2580.34
2024-09-26,2632.05
2024-09-27,2694.53
2024-09-28,2675.71
2024-09-29,2657.67
2024-09-30,2603.48
2024-10-01,2449.67
2024-10-02,2365.57
2024-10-03,2349.67
2024-10-04,2414.43
2024-10-05,2414.98
2024-10-06,2440.33
2024-10-07,2422.75
2024-10-08,2440.93
2024-10-09,2370.13
2024-10-10,2385.4
2024-10-11,2436.73
2024-10-12,2476.48
2024-10-13,2468.92
2024-10-14,2630.54
2024-10-15,2607.84
2024-10-16,2611.09
2024-10-17,2605.53
2024-10-18,2641.72
2024-10-19,2647.39
2024-10-20,2747.28
2024-10-21,2666.66
2024-10-22,2621.79
2024-10-23,2526.1
2024-10-24,2535.87
2024-10-25,2441.18
2024-10-26,2482.52
2024-10-27,2507.39
2024-10-28,2567.41
2024-10-29,2638.64
2024-10-30,2658.62
2024-10-31,2519.14
2024-11-01,2511.96
2024-11-02,2492.45
2024-11-03,2457.68
2024-11-04,2398.95
2024-11-05,2422.5
2024-11-06,2721.85
2024-11-07,2894.13
2024-11-08,2961.34
2024-11-09,3127.69
2024-11-10,3186.05
2024-11-11,3372.13
2024-11-12,3242.44
2024-11-13,3187.02
2024-11-14,3058.22
2024-11-15,3089.45
2024-11-16,3132.0
2024-11-17,3075.42
2024-11-18,3207.46
2024-11-19,3105.97
2024-11-20,3069.72
2024-11-21,3356.43
2024-11-22,3327.77
2024-11-23,3393.91
2024-11-24,3361.41
2024-11-25,3412.18
2024-11-26,3326.3
2024-11-27,3653.79
2024-11-28,3578.41
2024-11-29,3592.13
2024-11-30,3702.97
2024-12-01,3708.33
2024-12-02,3643.48
2024-12-03,3615.07
2024-12-04,3836.25
2024-12-05,3785.1
2024-12-06,3999.51
2024-12-07,3996.24
2024-12-08,4002.91
2024-12-09,3718.98
2024-12-10,3628.94
2024-12-11,3831.41
2024-12-12,3881.63
2024-12-13,3909.48
2024-12-14,3871.13
2024-12-15,3959.81
2024-12-16,3986.91
2024-12-17,3892.79
2024-12-18,3627.88
2024-12-19,3418.84
2024-12-20,3474.01
2024-12-21,3338.66
2024-12-22,3281.58
2024-12-23,3422.01
2024-12-24,3493.31
2024-12-25,3496.49
2024-12-26,3335.96
2024-12-27,3334.19
2024-12-28,3404.59
2024-12-29,3355.97
2024-12-30,3361.99
2024-12-31,3337.8
